Data,V_SP500,V_IBOV
9/1/2017,2.476.550.049,71.923.000.000
9/5/2017,2.457.850.098,72.151.000.000
9/6/2017,2.465.540.039,73.412.000.000
9/8/2017,2.461.429.932,73.079.000.000
9/11/2017,2.488.110.107,74.319.000.000
9/12/2017,2.496.479.980,74.539.000.000
9/13/2017,2.498.370.117,74.788.000.000
9/14/2017,2.495.620.117,74.657.000.000
9/15/2017,2.500.229.980,75.757.000.000
9/18/2017,2.503.870.117,75.990.000.000
9/19/2017,2.506.649.902,75.974.000.000
9/20/2017,2.508.239.990,76.004.000.000
9/21/2017,2.500.600.098,75.604.000.000
9/22/2017,2.502.219.971,75.390.000.000
9/25/2017,2.496.659.912,74.443.000.000
9/26/2017,2.496.840.088,74.319.000.000
9/27/2017,2.507.040.039,73.797.000.000
9/28/2017,2.510.060.059,73.567.000.000
9/29/2017,2.519.360.107,74.294.000.000
10/2/2017,2.529.120.117,74.360.000.000
10/3/2017,2.534.580.078,76.763.000.000
10/4/2017,2.537.739.990,76.591.000.000
10/5/2017,2.552.070.068,76.618.000.000
10/6/2017,2.549.330.078,76.055.000.000
10/9/2017,2.544.729.980,75.727.000.000
10/10/2017,2.550.639.893,76.897.000.000
10/11/2017,2.555.239.990,76.660.000.000
10/13/2017,2.553.169.922,76.990.000.000
10/16/2017,2.557.639.893,76.892.000.000
10/17/2017,2.559.360.107,76.201.000.000
10/18/2017,2.561.260.010,76.591.000.000
10/19/2017,2.562.100.098,76.283.000.000
10/20/2017,2.575.209.961,76.391.000.000
10/23/2017,2.564.979.980,75.413.000.000
10/24/2017,2.569.129.883,76.350.000.000
10/25/2017,2.557.149.902,76.671.000.000
10/26/2017,2.560.399.902,75.896.000.000
10/27/2017,2.581.070.068,75.976.000.000
10/30/2017,2.572.830.078,74.800.000.000
10/31/2017,2.575.260.010,74.308.000.000
11/1/2017,2.579.360.107,73.824.000.000
11/3/2017,2.587.840.088,73.915.000.000
11/6/2017,2.591.129.883,74.311.000.000
11/7/2017,2.590.639.893,72.415.000.000
11/8/2017,2.594.379.883,74.363.000.000
11/9/2017,2.584.620.117,72.931.000.000
11/10/2017,2.582.300.049,72.166.000.000
11/13/2017,2.584.840.088,72.475.000.000
11/14/2017,2.578.870.117,70.827.000.000
11/16/2017,2.585.639.893,72.512.000.000
11/17/2017,2.578.850.098,73.437.000.000
11/21/2017,2.599.030.029,74.595.000.000
11/22/2017,2.597.080.078,74.519.000.000
11/24/2017,2.602.419.922,74.157.000.000
11/27/2017,2.601.419.922,74.059.000.000
11/28/2017,2.627.040.039,74.140.000.000
11/29/2017,2.626.070.068,72.700.000.000
11/30/2017,2.647.580.078,71.971.000.000
12/1/2017,2.642.219.971,72.264.000.000
12/4/2017,2.639.439.941,73.090.000.000
12/5/2017,2.629.570.068,72.546.000.000
12/6/2017,2.629.270.020,73.268.000.000
12/7/2017,2.636.979.980,72.487.000.000
12/8/2017,2.651.500.000,72.732.000.000
12/11/2017,2.659.989.990,72.800.000.000
12/12/2017,2.664.110.107,73.814.000.000
12/13/2017,2.662.850.098,72.914.000.000
12/14/2017,2.652.010.010,72.429.000.000
12/15/2017,2.675.810.059,72.608.000.000
12/18/2017,2.690.159.912,73.115.000.000
12/19/2017,2.681.469.971,72.680.000.000
12/20/2017,2.679.250.000,73.367.000.000
12/21/2017,2.684.570.068,75.133.000.000
12/22/2017,2.683.340.088,75.187.000.000
12/26/2017,2.680.500.000,75.688.000.000
12/27/2017,2.682.620.117,76.073.000.000
12/28/2017,2.687.540.039,76.402.000.000
12/29/2017,2.673.610.107,76.402.000.000
1/2/2018,2.695.810.059,77.891.000.000
1/3/2018,2.713.060.059,77.995.000.000
1/4/2018,2.723.989.990,78.647.000.000
1/5/2018,2.743.149.902,79.071.000.000
1/8/2018,2.747.709.961,79.379.000.000
1/9/2018,2.751.290.039,78.864.000.000
1/10/2018,2.748.229.980,78.201.000.000
1/11/2018,2.767.560.059,79.365.000.000
1/12/2018,2.786.239.990,79.349.000.000
1/16/2018,2.776.419.922,79.832.000.000
1/17/2018,2.802.560.059,81.189.000.000
1/18/2018,2.798.030.029,80.963.000.000
1/19/2018,2.810.300.049,81.220.000.000
1/22/2018,2.832.969.971,81.675.000.000
1/23/2018,2.839.129.883,80.678.000.000
1/24/2018,2.837.540.039,83.680.000.000
1/26/2018,2.872.870.117,85.531.000.000
1/29/2018,2.853.530.029,84.698.000.000
1/30/2018,2.822.429.932,84.482.000.000
1/31/2018,2.823.810.059,84.913.000.000
2/1/2018,2.821.979.980,85.495.000.000
2/2/2018,2.762.129.883,84.041.000.000
2/5/2018,2.648.939.941,81.861.000.000
2/6/2018,2.695.139.893,83.894.000.000
2/7/2018,2.681.659.912,82.767.000.000
2/8/2018,2.581.000.000,81.533.000.000
2/9/2018,2.619.550.049,80.899.000.000
2/15/2018,2.731.199.951,84.291.000.000
2/16/2018,2.732.219.971,84.525.000.000
2/20/2018,2.716.260.010,85.804.000.000
2/21/2018,2.701.330.078,86.052.000.000
2/22/2018,2.703.959.961,86.686.000.000
2/23/2018,2.747.300.049,87.293.000.000
2/26/2018,2.779.600.098,87.653.000.000
2/27/2018,2.744.280.029,86.935.000.000
2/28/2018,2.713.830.078,85.481.000.000
3/1/2018,2.677.669.922,85.378.000.000
3/2/2018,2.691.250.000,85.761.000.000
3/5/2018,2.720.939.941,86.023.000.000
3/6/2018,2.728.120.117,85.653.000.000
3/7/2018,2.726.800.049,85.484.000.000
3/8/2018,2.738.969.971,84.985.000.000
3/9/2018,2.786.570.068,86.371.000.000
3/12/2018,2.783.020.020,86.900.000.000
3/13/2018,2.765.310.059,86.384.000.000
3/14/2018,2.749.479.980,86.051.000.000
3/15/2018,2.747.330.078,84.928.000.000
3/16/2018,2.752.010.010,84.886.000.000
3/19/2018,2.712.919.922,83.913.000.000
3/20/2018,2.716.939.941,84.164.000.000
3/21/2018,2.711.929.932,84.977.000.000
3/22/2018,2.643.689.941,84.768.000.000
3/23/2018,2.588.260.010,84.377.000.000
3/26/2018,2.658.550.049,85.088.000.000
3/27/2018,2.612.620.117,83.808.000.000
3/28/2018,2.605.000.000,83.874.000.000
3/29/2018,2.640.870.117,85.366.000.000
4/2/2018,2.581.879.883,84.666.000.000
4/3/2018,2.614.449.951,84.623.000.000
4/4/2018,2.644.689.941,84.360.000.000
4/5/2018,2.662.840.088,85.210.000.000
4/6/2018,2.604.469.971,84.820.000.000
4/9/2018,2.613.159.912,83.307.000.000
4/10/2018,2.656.870.117,84.510.000.000
4/11/2018,2.642.189.941,85.246.000.000
4/12/2018,2.663.989.990,85.444.000.000
4/13/2018,2.656.300.049,84.334.000.000
4/16/2018,2.677.840.088,82.862.000.000
4/17/2018,2.706.389.893,84.086.000.000
4/18/2018,2.708.639.893,85.776.000.000
4/19/2018,2.693.129.883,85.824.000.000
4/20/2018,2.670.139.893,85.550.000.000
4/23/2018,2.670.290.039,85.602.000.000
4/24/2018,2.634.560.059,85.469.000.000
4/25/2018,2.639.399.902,85.044.000.000
4/26/2018,2.666.939.941,86.383.000.000
4/27/2018,2.669.909.912,86.445.000.000
4/30/2018,2.648.050.049,86.115.000.000
5/2/2018,2.635.669.922,84.547.000.000
5/3/2018,2.629.729.980,83.288.000.000
5/4/2018,2.663.419.922,83.118.000.000
5/7/2018,2.672.629.883,82.714.000.000
5/8/2018,2.671.919.922,82.956.000.000
5/9/2018,2.697.790.039,84.265.000.000
5/10/2018,2.723.070.068,85.861.000.000
5/11/2018,2.727.719.971,85.220.000.000
5/14/2018,2.730.129.883,85.232.000.000
5/15/2018,2.711.449.951,85.130.000.000
5/16/2018,2.722.459.961,86.537.000.000
5/17/2018,2.720.129.883,83.622.000.000
5/18/2018,2.712.969.971,83.082.000.000
5/21/2018,2.733.010.010,81.815.000.000
5/22/2018,2.724.439.941,82.739.000.000
5/23/2018,2.733.290.039,80.867.000.000
5/24/2018,2.727.760.010,80.122.000.000
5/25/2018,2.721.330.078,78.898.000.000
5/29/2018,2.689.860.107,76.072.000.000
5/30/2018,2.724.010.010,76.754.000.000
6/1/2018,2.734.620.117,77.240.000.000
6/4/2018,2.746.870.117,78.596.000.000
6/5/2018,2.748.800.049,76.642.000.000
6/6/2018,2.772.350.098,76.117.000.000
6/7/2018,2.770.370.117,73.851.000.000
6/8/2018,2.779.030.029,72.942.000.000
6/11/2018,2.782.000.000,72.308.000.000
6/12/2018,2.786.850.098,72.754.000.000
6/13/2018,2.775.629.883,72.122.000.000
6/14/2018,2.782.489.990,71.421.000.000
6/15/2018,2.779.659.912,70.758.000.000
6/18/2018,2.773.750.000,69.815.000.000
6/19/2018,2.762.590.088,71.394.000.000
6/20/2018,2.767.320.068,72.123.000.000
6/21/2018,2.749.760.010,70.075.000.000
6/22/2018,2.754.879.883,70.641.000.000
6/25/2018,2.717.070.068,70.953.000.000
6/26/2018,2.723.060.059,71.405.000.000
6/27/2018,2.699.629.883,70.609.000.000
6/28/2018,2.716.310.059,71.767.000.000
6/29/2018,2.718.370.117,72.763.000.000
7/2/2018,2.726.709.961,72.840.000.000
7/3/2018,2.713.219.971,73.668.000.000
7/5/2018,2.736.610.107,74.553.000.000
7/6/2018,2.759.820.068,75.010.000.000
7/10/2018,2.793.840.088,74.862.000.000
7/11/2018,2.774.020.020,74.399.000.000
7/12/2018,2.798.290.039,75.856.000.000
7/13/2018,2.801.310.059,76.594.000.000
7/16/2018,2.798.429.932,76.653.000.000
7/17/2018,2.809.550.049,78.130.000.000
7/18/2018,2.815.620.117,77.363.000.000
7/19/2018,2.804.489.990,77.487.000.000
7/20/2018,2.801.830.078,78.571.000.000
7/23/2018,2.806.979.980,77.996.000.000
7/24/2018,2.820.399.902,79.155.000.000
7/25/2018,2.846.070.068,80.218.000.000
7/26/2018,2.837.439.941,79.405.000.000
7/27/2018,2.818.820.068,79.866.000.000
7/30/2018,2.802.600.098,80.276.000.000
7/31/2018,2.816.290.039,79.220.000.000
8/1/2018,2.813.360.107,79.302.000.000
8/2/2018,2.827.219.971,79.637.000.000
8/3/2018,2.840.350.098,81.435.000.000
8/6/2018,2.850.399.902,81.051.000.000
8/7/2018,2.858.449.951,80.347.000.000
8/8/2018,2.857.699.951,79.152.000.000
8/9/2018,2.853.580.078,78.768.000.000
8/10/2018,2.833.280.029,76.514.000.000
8/13/2018,2.821.929.932,77.496.000.000
8/14/2018,2.839.959.961,78.602.000.000
8/15/2018,2.818.370.117,77.078.000.000
8/16/2018,2.840.689.941,76.819.000.000
8/17/2018,2.850.129.883,76.029.000.000
8/20/2018,2.857.050.049,76.328.000.000
8/21/2018,2.862.959.961,75.180.000.000
8/22/2018,2.861.820.068,76.902.000.000
8/23/2018,2.856.979.980,75.634.000.000
8/24/2018,2.874.689.941,76.262.000.000
8/27/2018,2.896.739.990,77.930.000.000
8/28/2018,2.897.520.020,77.473.000.000
8/29/2018,2.914.040.039,78.389.000.000
8/30/2018,2.901.129.883,76.404.000.000
8/31/2018,2.901.520.020,76.678.000.000
9/4/2018,2.896.719.971,74.712.000.000
9/5/2018,2.888.600.098,75.092.000.000
9/6/2018,2.878.050.049,76.416.000.000
9/10/2018,2.877.129.883,76.436.000.000
9/11/2018,2.887.889.893,74.657.000.000
9/12/2018,2.888.919.922,75.125.000.000
9/13/2018,2.904.179.932,74.687.000.000
9/14/2018,2.904.979.980,75.429.000.000
9/17/2018,2.888.800.049,76.789.000.000
9/18/2018,2.904.310.059,78.314.000.000
9/19/2018,2.907.949.951,78.169.000.000
9/20/2018,2.930.750.000,78.116.000.000
9/21/2018,2.929.669.922,79.444.000.000
9/24/2018,2.919.370.117,77.984.000.000
9/25/2018,2.915.560.059,78.630.000.000
9/26/2018,2.905.969.971,78.656.000.000
9/27/2018,2.914.000.000,80.000.000.000
9/28/2018,2.913.979.980,79.342.000.000
10/1/2018,2.924.590.088,78.624.000.000
10/2/2018,2.923.429.932,81.612.000.000
10/3/2018,2.925.510.010,83.273.000.000
10/4/2018,2.901.610.107,82.953.000.000
10/5/2018,2.885.570.068,82.322.000.000
10/8/2018,2.884.429.932,86.084.000.000
10/9/2018,2.880.340.088,86.088.000.000
10/10/2018,2.785.679.932,83.679.000.000
10/11/2018,2.728.370.117,82.921.000.000
10/15/2018,2.750.790.039,83.360.000.000
10/16/2018,2.809.919.922,85.718.000.000
10/17/2018,2.809.209.961,85.764.000.000
10/18/2018,2.768.780.029,83.847.000.000
10/19/2018,2.767.780.029,84.220.000.000
10/22/2018,2.755.879.883,85.597.000.000
10/23/2018,2.740.689.941,85.300.000.000
10/24/2018,2.656.100.098,83.064.000.000
10/25/2018,2.705.570.068,84.084.000.000
10/26/2018,2.658.689.941,85.720.000.000
10/29/2018,2.641.250.000,83.797.000.000
10/30/2018,2.682.629.883,86.886.000.000
10/31/2018,2.711.739.990,87.424.000.000
11/1/2018,2.740.370.117,88.419.000.000
11/5/2018,2.738.310.059,89.598.000.000
11/6/2018,2.755.449.951,88.669.000.000
11/7/2018,2.813.889.893,87.714.000.000
11/8/2018,2.806.830.078,85.620.000.000
11/9/2018,2.781.010.010,85.641.000.000
11/12/2018,2.726.219.971,85.525.000.000
11/13/2018,2.722.179.932,84.914.000.000
11/14/2018,2.701.580.078,85.973.000.000
11/16/2018,2.736.270.020,88.515.000.000
11/19/2018,2.690.729.980,87.901.000.000
11/21/2018,2.649.929.932,87.269.000.000
11/23/2018,2.632.560.059,86.230.000.000
11/26/2018,2.673.449.951,85.547.000.000
11/27/2018,2.682.169.922,87.891.000.000
11/28/2018,2.743.790.039,89.251.000.000
11/29/2018,2.737.800.049,89.710.000.000
11/30/2018,2.760.169.922,89.504.000.000
12/3/2018,2.790.370.117,89.820.000.000
12/4/2018,2.700.060.059,88.624.000.000
12/6/2018,2.695.949.951,88.846.000.000
12/7/2018,2.633.080.078,88.115.000.000
12/10/2018,2.637.719.971,85.915.000.000
12/11/2018,2.636.780.029,86.420.000.000
12/12/2018,2.651.070.068,86.977.000.000
12/13/2018,2.650.540.039,87.838.000.000
12/14/2018,2.599.949.951,87.450.000.000
12/17/2018,2.545.939.941,86.400.000.000
12/18/2018,2.546.159.912,86.610.000.000
12/19/2018,2.506.959.961,85.674.000.000
12/20/2018,2.467.419.922,85.269.000.000
12/21/2018,2.416.620.117,85.697.000.000
12/26/2018,2.467.699.951,85.136.000.000
12/27/2018,2.488.830.078,85.460.000.000
12/28/2018,2.485.739.990,87.887.000.000
1/2/2019,2.510.030.029,91.012.000.000
1/3/2019,2.447.889.893,91.564.000.000
1/4/2019,2.531.939.941,91.841.000.000
1/7/2019,2.549.689.941,91.699.000.000
1/8/2019,2.574.409.912,92.032.000.000
1/9/2019,2.584.959.961,93.613.000.000
1/10/2019,2.596.639.893,93.806.000.000
1/11/2019,2.596.260.010,93.658.000.000
1/14/2019,2.582.610.107,94.474.000.000
1/15/2019,2.610.300.049,94.056.000.000
1/16/2019,2.616.100.098,94.393.000.000
1/17/2019,2.635.959.961,95.351.000.000
1/18/2019,2.670.709.961,96.097.000.000
1/22/2019,2.632.899.902,95.103.000.000
1/23/2019,2.638.699.951,96.558.000.000
1/24/2019,2.642.330.078,97.677.000.000
1/28/2019,2.643.850.098,95.444.000.000
1/29/2019,2.640.000.000,95.639.000.000
1/30/2019,2.681.050.049,96.996.000.000
1/31/2019,2.704.100.098,97.394.000.000
2/1/2019,2.706.530.029,97.861.000.000
2/4/2019,2.724.870.117,98.589.000.000
2/5/2019,2.737.699.951,98.311.000.000
2/6/2019,2.731.610.107,94.636.000.000
2/7/2019,2.706.050.049,94.406.000.000
2/8/2019,2.707.879.883,95.343.000.000
2/11/2019,2.709.800.049,94.413.000.000
2/12/2019,2.744.729.980,96.168.000.000
2/13/2019,2.753.030.029,95.842.000.000
2/14/2019,2.745.729.980,98.015.000.000
2/15/2019,2.775.600.098,97.526.000.000
2/19/2019,2.779.760.010,97.659.000.000
2/20/2019,2.784.699.951,96.545.000.000
2/21/2019,2.774.879.883,96.932.000.000
2/22/2019,2.792.669.922,97.886.000.000
2/25/2019,2.796.110.107,97.240.000.000
2/26/2019,2.793.899.902,97.603.000.000
2/27/2019,2.792.379.883,97.307.000.000
2/28/2019,2.784.489.990,95.584.000.000
3/1/2019,2.803.689.941,94.604.000.000
3/7/2019,2.748.929.932,94.340.000.000
3/8/2019,2.743.070.068,95.365.000.000
3/11/2019,2.783.300.049,98.027.000.000
3/12/2019,2.791.520.020,97.828.000.000
3/13/2019,2.810.919.922,98.904.000.000
3/14/2019,2.808.479.980,98.605.000.000
3/15/2019,2.822.479.980,99.137.000.000
3/18/2019,2.832.939.941,99.994.000.000
3/19/2019,2.832.570.068,99.588.000.000
3/20/2019,2.824.229.980,98.041.000.000
3/21/2019,2.854.879.883,96.729.000.000
3/22/2019,2.800.709.961,93.735.000.000
3/25/2019,2.798.360.107,93.662.000.000
3/26/2019,2.818.459.961,95.307.000.000
3/27/2019,2.805.370.117,91.903.000.000
3/28/2019,2.815.439.941,94.389.000.000
3/29/2019,2.834.399.902,95.415.000.000
4/1/2019,2.867.189.941,96.054.000.000
4/2/2019,2.867.239.990,95.387.000.000
4/3/2019,2.873.399.902,94.491.000.000
4/4/2019,2.879.389.893,96.313.000.000
4/5/2019,2.892.739.990,97.108.000.000
4/8/2019,2.895.770.020,97.369.000.000
4/9/2019,2.878.199.951,96.292.000.000
4/10/2019,2.888.209.961,95.953.000.000
4/11/2019,2.888.320.068,94.755.000.000
4/12/2019,2.907.409.912,92.875.000.000
4/15/2019,2.905.580.078,93.083.000.000
4/16/2019,2.907.060.059,94.333.000.000
4/17/2019,2.900.449.951,93.285.000.000
4/18/2019,2.905.030.029,94.578.000.000
4/22/2019,2.907.969.971,94.588.000.000
4/23/2019,2.933.679.932,95.923.000.000
4/24/2019,2.927.250.000,95.045.000.000
4/25/2019,2.926.169.922,96.552.000.000
4/26/2019,2.939.879.883,96.236.000.000
4/29/2019,2.943.030.029,96.188.000.000
4/30/2019,2.945.830.078,96.353.000.000
5/2/2019,2.917.520.020,95.528.000.000
5/3/2019,2.945.639.893,96.008.000.000
5/6/2019,2.932.469.971,95.009.000.000
5/7/2019,2.884.050.049,94.389.000.000
5/8/2019,2.879.419.922,95.597.000.000
5/9/2019,2.870.719.971,94.808.000.000
5/10/2019,2.881.399.902,94.258.000.000
5/13/2019,2.811.870.117,91.727.000.000
5/14/2019,2.834.409.912,92.092.000.000
5/15/2019,2.850.959.961,91.623.000.000
5/16/2019,2.876.320.068,90.024.000.000
5/17/2019,2.859.530.029,89.993.000.000
5/20/2019,2.840.229.980,91.946.000.000
5/21/2019,2.864.360.107,94.485.000.000
5/22/2019,2.856.270.020,94.361.000.000
5/23/2019,2.822.239.990,93.910.000.000
5/24/2019,2.826.060.059,93.628.000.000
5/28/2019,2.802.389.893,96.393.000.000
5/29/2019,2.783.020.020,96.567.000.000
5/30/2019,2.788.860.107,97.457.000.000
5/31/2019,2.752.060.059,97.030.000.000
6/3/2019,2.744.449.951,97.020.000.000
6/4/2019,2.803.270.020,97.380.000.000
6/5/2019,2.826.149.902,95.999.000.000
6/6/2019,2.843.489.990,97.205.000.000
6/7/2019,2.873.340.088,97.821.000.000
6/10/2019,2.886.729.980,97.467.000.000
6/11/2019,2.885.719.971,98.960.000.000
6/12/2019,2.879.840.088,98.321.000.000
6/13/2019,2.891.639.893,98.774.000.000
6/14/2019,2.886.979.980,98.040.000.000
6/17/2019,2.889.669.922,97.623.000.000
6/18/2019,2.917.750.000,99.404.000.000
6/19/2019,2.926.459.961,100.303.000.000
6/21/2019,2.950.459.961,102.013.000.000
6/24/2019,2.945.350.098,102.062.000.000
6/25/2019,2.917.379.883,100.093.000.000
6/26/2019,2.913.780.029,100.689.000.000
6/27/2019,2.924.919.922,100.724.000.000
6/28/2019,2.941.760.010,100.967.000.000
7/1/2019,2.964.330.078,101.340.000.000
7/2/2019,2.973.010.010,100.605.000.000
7/3/2019,2.995.820.068,102.043.000.000
7/5/2019,2.990.409.912,104.089.000.000
7/8/2019,2.975.949.951,104.530.000.000
7/10/2019,2.993.070.068,105.817.000.000
7/11/2019,2.999.909.912,105.146.000.000
7/12/2019,3.013.770.020,103.906.000.000
7/15/2019,3.014.300.049,103.803.000.000
7/16/2019,3.004.040.039,103.775.000.000
7/17/2019,2.984.419.922,103.856.000.000
7/18/2019,2.995.110.107,104.717.000.000
7/19/2019,2.976.610.107,103.452.000.000
7/22/2019,2.985.030.029,103.949.000.000
7/23/2019,3.005.469.971,103.704.000.000
7/24/2019,3.019.560.059,104.120.000.000
7/25/2019,3.003.669.922,102.655.000.000
7/26/2019,3.025.860.107,102.819.000.000
7/29/2019,3.020.969.971,103.483.000.000
7/30/2019,3.013.179.932,102.933.000.000
7/31/2019,2.980.379.883,101.812.000.000
8/1/2019,2.953.560.059,102.126.000.000
8/2/2019,2.932.050.049,102.674.000.000
8/5/2019,2.844.739.990,100.098.000.000
8/6/2019,2.881.770.020,102.164.000.000
8/7/2019,2.883.979.980,102.782.000.000
8/8/2019,2.938.090.088,104.115.000.000
8/9/2019,2.918.649.902,103.996.000.000
8/12/2019,2.882.699.951,101.915.000.000
8/13/2019,2.926.320.068,103.299.000.000
8/14/2019,2.840.600.098,100.258.000.000
8/15/2019,2.847.600.098,99.057.000.000
8/16/2019,2.888.679.932,99.806.000.000
8/19/2019,2.923.649.902,99.469.000.000
8/20/2019,2.900.510.010,99.222.000.000
8/21/2019,2.924.429.932,101.202.000.000
8/22/2019,2.922.949.951,100.011.000.000
8/23/2019,2.847.110.107,97.667.000.000
8/26/2019,2.878.379.883,96.430.000.000
8/27/2019,2.869.159.912,97.276.000.000
8/28/2019,2.887.939.941,98.194.000.000
8/29/2019,2.924.580.078,100.524.000.000
8/30/2019,2.926.459.961,101.135.000.000
9/3/2019,2.906.270.020,99.681.000.000
9/4/2019,2.937.780.029,101.201.000.000
9/5/2019,2.976.000.000,102.243.000.000
9/6/2019,2.978.709.961,102.935.000.000
9/9/2019,2.978.429.932,103.181.000.000
9/10/2019,2.979.389.893,103.032.000.000
9/11/2019,3.000.929.932,103.446.000.000
9/12/2019,3.009.570.068,104.371.000.000
9/13/2019,3.007.389.893,103.501.000.000
9/16/2019,2.997.959.961,103.680.000.000
9/17/2019,3.005.699.951,104.617.000.000
9/18/2019,3.006.729.980,104.532.000.000
9/19/2019,3.006.790.039,104.339.000.000
9/20/2019,2.992.070.068,104.817.000.000
9/23/2019,2.991.780.029,104.638.000.000
9/24/2019,2.966.600.098,103.876.000.000
9/25/2019,2.984.870.117,104.481.000.000
9/26/2019,2.977.620.117,105.319.000.000
9/27/2019,2.961.790.039,105.078.000.000
9/30/2019,2.976.739.990,104.745.000.000
10/1/2019,2.940.250.000,104.053.000.000
10/2/2019,2.887.610.107,101.031.000.000
10/3/2019,2.910.629.883,101.516.000.000
10/4/2019,2.952.010.010,102.551.000.000
10/7/2019,2.938.790.039,100.573.000.000
10/8/2019,2.893.060.059,99.981.000.000
10/9/2019,2.919.399.902,101.249.000.000
10/10/2019,2.938.129.883,101.817.000.000
10/11/2019,2.970.270.020,103.832.000.000
10/14/2019,2.966.149.902,104.302.000.000
10/15/2019,2.995.679.932,104.490.000.000
10/16/2019,2.989.689.941,105.423.000.000
10/17/2019,2.997.949.951,105.016.000.000
10/18/2019,2.986.199.951,104.729.000.000
10/21/2019,3.006.719.971,106.022.000.000
10/22/2019,2.995.989.990,107.381.000.000
10/23/2019,3.004.520.020,107.544.000.000
10/24/2019,3.010.290.039,106.986.000.000
10/25/2019,3.022.550.049,107.364.000.000
10/28/2019,3.039.419.922,108.187.000.000
10/29/2019,3.036.889.893,107.556.000.000
10/30/2019,3.046.770.020,108.408.000.000
10/31/2019,3.037.560.059,107.220.000.000
11/1/2019,3.066.909.912,108.196.000.000
11/4/2019,3.078.270.020,108.601.000.000
11/5/2019,3.074.620.117,108.451.000.000
11/6/2019,3.076.780.029,108.336.000.000
11/7/2019,3.085.179.932,109.581.000.000
11/8/2019,3.093.080.078,107.629.000.000
11/11/2019,3.087.010.010,108.215.000.000
11/12/2019,3.091.840.088,106.785.000.000
11/13/2019,3.094.040.039,105.914.000.000
11/14/2019,3.096.629.883,106.557.000.000
11/18/2019,3.122.030.029,106.347.000.000
11/19/2019,3.120.179.932,105.618.000.000
11/21/2019,3.103.540.039,107.497.000.000
11/22/2019,3.110.290.039,108.692.000.000
11/25/2019,3.133.639.893,108.424.000.000
11/26/2019,3.140.520.020,107.059.000.000
11/27/2019,3.153.629.883,107.708.000.000
11/29/2019,3.140.979.980,108.233.000.000
12/2/2019,3.113.870.117,109.061.000.000
12/3/2019,3.093.199.951,108.956.000.000
12/4/2019,3.112.760.010,110.301.000.000
12/5/2019,3.117.429.932,110.622.000.000
12/6/2019,3.145.909.912,111.126.000.000
12/9/2019,3.135.959.961,110.977.000.000
12/10/2019,3.132.520.020,110.672.000.000
12/11/2019,3.141.629.883,110.964.000.000
12/12/2019,3.168.570.068,112.200.000.000
12/13/2019,3.168.800.049,112.565.000.000
12/16/2019,3.191.449.951,111.896.000.000
12/17/2019,3.192.520.020,112.616.000.000
12/18/2019,3.191.139.893,114.315.000.000
12/19/2019,3.205.370.117,115.131.000.000
12/20/2019,3.221.219.971,115.121.000.000
12/23/2019,3.224.010.010,115.863.000.000
12/26/2019,3.239.909.912,117.203.000.000
12/27/2019,3.240.020.020,116.534.000.000
12/30/2019,3.221.290.039,115.964.000.000
1/2/2020,3.257.850.098,118.573.000.000
1/3/2020,3.234.850.098,117.707.000.000
1/6/2020,3.246.280.029,116.878.000.000
1/7/2020,3.237.179.932,116.662.000.000
1/8/2020,3.253.050.049,116.247.000.000
1/9/2020,3.274.699.951,115.947.000.000
1/10/2020,3.265.350.098,115.503.000.000
1/13/2020,3.288.129.883,117.325.000.000
1/14/2020,3.283.149.902,117.632.000.000
1/15/2020,3.289.290.039,116.414.000.000
1/16/2020,3.316.810.059,116.704.000.000
1/17/2020,3.329.620.117,118.478.000.000
1/21/2020,3.320.790.039,117.026.000.000
1/22/2020,3.321.750.000,118.391.000.000
1/23/2020,3.325.540.039,119.528.000.000
1/24/2020,3.295.469.971,118.376.000.000
1/27/2020,3.243.629.883,114.482.000.000
1/28/2020,3.276.239.990,116.479.000.000
1/29/2020,3.273.399.902,115.385.000.000
1/30/2020,3.283.659.912,115.528.000.000
1/31/2020,3.225.520.020,113.761.000.000
2/3/2020,3.248.919.922,114.629.000.000
2/4/2020,3.297.590.088,115.557.000.000
2/5/2020,3.334.689.941,116.028.000.000
2/6/2020,3.345.780.029,115.190.000.000
2/7/2020,3.327.709.961,113.770.000.000
2/10/2020,3.352.090.088,112.570.000.000
2/11/2020,3.357.750.000,115.371.000.000
2/12/2020,3.379.449.951,116.674.000.000
2/13/2020,3.373.939.941,115.662.000.000
2/14/2020,3.380.159.912,114.381.000.000
2/18/2020,3.370.290.039,114.977.000.000
2/19/2020,3.386.149.902,116.518.000.000
2/20/2020,3.373.229.980,114.586.000.000
2/21/2020,3.337.750.000,113.681.000.000
2/27/2020,2.978.760.010,102.984.000.000
2/28/2020,2.954.219.971,104.172.000.000
3/2/2020,3.090.229.980,106.625.000.000
3/3/2020,3.003.370.117,105.537.000.000
3/4/2020,3.130.120.117,107.224.000.000
3/5/2020,3.023.939.941,102.233.000.000
3/6/2020,2.972.370.117,97.997.000.000
3/9/2020,2.746.560.059,86.067.000.000
3/10/2020,2.882.229.980,92.214.000.000
3/11/2020,2.741.379.883,85.171.000.000
3/12/2020,2.480.639.893,72.583.000.000
3/13/2020,2.711.020.020,82.678.000.000
3/16/2020,2.386.129.883,71.168.000.000
3/17/2020,2.529.189.941,74.617.000.000
3/18/2020,2.398.100.098,66.895.000.000
3/19/2020,2.409.389.893,68.332.000.000
3/20/2020,2.304.919.922,67.069.000.000
