Data,V_SP500,V_IBOV
2/12/2010,1.075.510.010,65.855.000.000
2/17/2010,1.099.510.010,67.285.000.000
2/18/2010,1.106.750.000,67.836.000.000
2/19/2010,1.109.170.044,67.597.000.000
2/22/2010,1.108.010.010,67.184.000.000
2/23/2010,1.094.599.976,66.108.000.000
2/24/2010,1.105.239.990,65.795.000.000
2/25/2010,1.102.939.941,66.121.000.000
2/26/2010,1.104.489.990,66.503.000.000
3/1/2010,1.115.709.961,67.228.000.000
3/2/2010,1.118.310.059,67.779.000.000
3/3/2010,1.118.790.039,67.641.000.000
3/4/2010,1.122.969.971,67.815.000.000
3/5/2010,1.138.699.951,68.847.000.000
3/8/2010,1.138.500.000,68.575.000.000
3/9/2010,1.140.449.951,69.576.000.000
3/10/2010,1.145.609.985,69.979.000.000
3/11/2010,1.150.239.990,69.885.000.000
3/12/2010,1.149.989.990,69.341.000.000
3/15/2010,1.150.510.010,69.024.000.000
3/16/2010,1.159.459.961,69.942.000.000
3/17/2010,1.166.209.961,69.723.000.000
3/18/2010,1.165.829.956,69.697.000.000
3/19/2010,1.159.900.024,68.829.000.000
3/22/2010,1.165.810.059,69.042.000.000
3/23/2010,1.174.170.044,69.387.000.000
3/24/2010,1.167.719.971,68.913.000.000
3/25/2010,1.165.729.980,68.442.000.000
3/26/2010,1.166.589.966,68.683.000.000
3/29/2010,1.173.219.971,69.939.000.000
3/30/2010,1.173.270.020,69.960.000.000
3/31/2010,1.169.430.054,70.372.000.000
4/1/2010,1.178.099.976,71.136.000.000
4/5/2010,1.187.439.941,71.290.000.000
4/6/2010,1.189.439.941,71.096.000.000
4/7/2010,1.182.449.951,70.793.000.000
4/8/2010,1.186.439.941,71.785.000.000
4/9/2010,1.194.369.995,71.417.000.000
4/12/2010,1.196.479.980,70.614.000.000
4/13/2010,1.197.300.049,70.792.000.000
4/14/2010,1.210.650.024,71.035.000.000
4/15/2010,1.211.670.044,70.524.000.000
4/16/2010,1.192.130.005,69.421.000.000
4/19/2010,1.197.520.020,69.098.000.000
4/20/2010,1.207.170.044,69.318.000.000
4/22/2010,1.208.670.044,69.386.000.000
4/23/2010,1.217.280.029,69.509.000.000
4/26/2010,1.212.050.049,68.872.000.000
4/27/2010,1.183.709.961,66.511.000.000
4/28/2010,1.191.359.985,66.656.000.000
4/29/2010,1.206.780.029,67.978.000.000
4/30/2010,1.186.689.941,67.530.000.000
5/3/2010,1.202.260.010,67.119.000.000
5/4/2010,1.173.599.976,64.869.000.000
5/5/2010,1.165.869.995,64.914.000.000
5/6/2010,1.128.150.024,63.414.000.000
5/7/2010,1.110.880.005,62.871.000.000
5/10/2010,1.159.729.980,65.453.000.000
5/11/2010,1.155.790.039,64.425.000.000
5/12/2010,1.171.670.044,65.224.000.000
5/13/2010,1.157.439.941,64.788.000.000
5/14/2010,1.135.680.054,63.412.000.000
5/17/2010,1.136.939.941,62.866.000.000
5/18/2010,1.120.800.049,60.841.000.000
5/19/2010,1.115.050.049,59.689.000.000
5/20/2010,1.071.589.966,58.192.000.000
5/21/2010,1.087.689.941,60.259.000.000
5/24/2010,1.073.650.024,59.915.000.000
5/25/2010,1.074.030.029,59.184.000.000
5/26/2010,1.067.949.951,60.190.000.000
5/27/2010,1.103.060.059,62.092.000.000
5/28/2010,1.089.410.034,61.947.000.000
6/1/2010,1.070.709.961,61.841.000.000
6/2/2010,1.098.380.005,62.943.000.000
6/4/2010,1.064.880.005,61.676.000.000
6/7/2010,1.050.469.971,61.183.000.000
6/8/2010,1.062.000.000,61.856.000.000
6/9/2010,1.055.689.941,61.479.000.000
6/10/2010,1.086.839.966,63.049.000.000
6/11/2010,1.091.599.976,63.605.000.000
6/14/2010,1.089.630.005,63.533.000.000
6/15/2010,1.115.229.980,64.442.000.000
6/16/2010,1.114.609.985,64.751.000.000
6/17/2010,1.116.040.039,64.541.000.000
6/18/2010,1.117.510.010,64.438.000.000
6/21/2010,1.113.199.951,64.829.000.000
6/22/2010,1.095.310.059,64.811.000.000
6/23/2010,1.092.040.039,65.160.000.000
6/24/2010,1.073.689.941,63.937.000.000
6/25/2010,1.076.760.010,64.824.000.000
6/28/2010,1.074.569.946,64.225.000.000
6/29/2010,1.041.239.990,61.978.000.000
6/30/2010,1.030.709.961,60.936.000.000
7/1/2010,1.027.369.995,61.236.000.000
7/2/2010,1.022.580.017,61.430.000.000
7/6/2010,1.028.060.059,62.065.000.000
7/7/2010,1.060.270.020,63.284.000.000
7/8/2010,1.070.250.000,63.476.000.000
7/12/2010,1.078.750.000,62.960.000.000
7/13/2010,1.095.339.966,63.686.000.000
7/14/2010,1.095.170.044,63.479.000.000
7/15/2010,1.096.479.980,63.489.000.000
7/16/2010,1.064.880.005,62.339.000.000
7/19/2010,1.071.250.000,63.297.000.000
7/20/2010,1.083.479.980,64.463.000.000
7/21/2010,1.069.589.966,64.477.000.000
7/22/2010,1.093.670.044,65.748.000.000
7/23/2010,1.102.660.034,66.323.000.000
7/26/2010,1.115.010.010,66.443.000.000
7/27/2010,1.113.839.966,66.674.000.000
7/28/2010,1.106.130.005,66.808.000.000
7/29/2010,1.101.530.029,66.954.000.000
7/30/2010,1.101.599.976,67.515.000.000
8/2/2010,1.125.859.985,68.517.000.000
8/3/2010,1.120.459.961,67.997.000.000
8/4/2010,1.127.239.990,68.272.000.000
8/5/2010,1.125.810.059,68.412.000.000
8/6/2010,1.121.640.015,68.095.000.000
8/9/2010,1.127.790.039,67.862.000.000
8/10/2010,1.121.060.059,67.223.000.000
8/11/2010,1.089.469.971,65.790.000.000
8/12/2010,1.083.609.985,65.966.000.000
8/13/2010,1.079.250.000,66.264.000.000
8/16/2010,1.079.380.005,66.702.000.000
8/17/2010,1.092.540.039,67.584.000.000
8/18/2010,1.094.160.034,67.638.000.000
8/19/2010,1.075.630.005,66.887.000.000
8/20/2010,1.071.689.941,66.677.000.000
8/23/2010,1.067.359.985,65.982.000.000
8/24/2010,1.051.869.995,65.156.000.000
8/25/2010,1.055.329.956,64.803.000.000
8/26/2010,1.047.219.971,63.867.000.000
8/27/2010,1.064.589.966,65.585.000.000
8/30/2010,1.048.920.044,64.261.000.000
8/31/2010,1.049.329.956,65.145.000.000
9/1/2010,1.080.290.039,67.073.000.000
9/2/2010,1.090.099.976,66.808.000.000
9/3/2010,1.104.510.010,66.679.000.000
9/8/2010,1.098.869.995,66.407.000.000
9/9/2010,1.104.180.054,66.624.000.000
9/10/2010,1.109.550.049,66.807.000.000
9/13/2010,1.121.900.024,68.031.000.000
9/14/2010,1.121.099.976,67.692.000.000
9/15/2010,1.125.069.946,68.107.000.000
9/16/2010,1.124.660.034,67.663.000.000
9/17/2010,1.125.589.966,67.089.000.000
9/20/2010,1.142.709.961,68.190.000.000
9/21/2010,1.139.780.029,67.719.000.000
9/22/2010,1.134.280.029,68.325.000.000
9/23/2010,1.124.829.956,68.794.000.000
9/24/2010,1.148.670.044,68.196.000.000
9/27/2010,1.142.160.034,68.816.000.000
9/28/2010,1.147.699.951,69.228.000.000
9/29/2010,1.144.729.980,69.228.000.000
9/30/2010,1.141.199.951,69.430.000.000
10/1/2010,1.146.239.990,70.229.000.000
10/4/2010,1.137.030.029,70.385.000.000
10/5/2010,1.160.750.000,71.283.000.000
10/6/2010,1.159.969.971,70.541.000.000
10/7/2010,1.158.060.059,69.918.000.000
10/8/2010,1.165.150.024,70.809.000.000
10/11/2010,1.165.319.946,70.946.000.000
10/13/2010,1.178.099.976,71.675.000.000
10/14/2010,1.173.810.059,71.692.000.000
10/15/2010,1.176.189.941,71.830.000.000
10/18/2010,1.184.709.961,71.736.000.000
10/19/2010,1.165.900.024,69.864.000.000
10/20/2010,1.178.170.044,70.405.000.000
10/21/2010,1.180.260.010,69.652.000.000
10/22/2010,1.183.079.956,69.530.000.000
10/25/2010,1.185.619.995,69.580.000.000
10/26/2010,1.185.640.015,70.740.000.000
10/27/2010,1.182.449.951,70.569.000.000
10/28/2010,1.183.780.029,70.320.000.000
10/29/2010,1.183.260.010,70.673.000.000
11/1/2010,1.184.380.005,71.561.000.000
11/3/2010,1.197.959.961,71.905.000.000
11/4/2010,1.221.060.059,72.996.000.000
11/5/2010,1.225.849.976,72.607.000.000
11/8/2010,1.223.250.000,72.657.000.000
11/9/2010,1.213.400.024,71.679.000.000
11/10/2010,1.218.709.961,71.638.000.000
11/11/2010,1.213.540.039,71.195.000.000
11/12/2010,1.199.209.961,70.367.000.000
11/16/2010,1.178.339.966,69.192.000.000
11/17/2010,1.178.589.966,69.709.000.000
11/18/2010,1.196.689.941,70.781.000.000
11/19/2010,1.199.729.980,70.898.000.000
11/22/2010,1.197.839.966,69.633.000.000
11/23/2010,1.180.729.980,67.953.000.000
11/24/2010,1.198.349.976,69.629.000.000
11/26/2010,1.189.400.024,68.226.000.000
11/29/2010,1.187.760.010,67.908.000.000
11/30/2010,1.180.550.049,67.705.000.000
12/1/2010,1.206.069.946,69.346.000.000
12/2/2010,1.221.530.029,69.527.000.000
12/3/2010,1.224.709.961,69.766.000.000
12/6/2010,1.223.119.995,69.552.000.000
12/7/2010,1.223.750.000,69.338.000.000
12/8/2010,1.228.280.029,68.175.000.000
12/9/2010,1.233.000.000,67.879.000.000
12/10/2010,1.240.400.024,68.342.000.000
12/13/2010,1.240.459.961,69.126.000.000
12/14/2010,1.241.589.966,68.743.000.000
12/15/2010,1.235.229.980,67.870.000.000
12/16/2010,1.242.869.995,67.306.000.000
12/17/2010,1.243.910.034,67.981.000.000
12/20/2010,1.247.079.956,67.264.000.000
12/21/2010,1.254.599.976,68.215.000.000
12/22/2010,1.258.839.966,68.471.000.000
12/23/2010,1.256.770.020,68.486.000.000
12/27/2010,1.257.540.039,67.803.000.000
12/28/2010,1.258.510.010,68.041.000.000
12/29/2010,1.259.780.029,68.952.000.000
12/30/2010,1.257.880.005,69.305.000.000
1/3/2011,1.271.869.995,69.962.000.000
1/4/2011,1.270.199.951,70.318.000.000
1/5/2011,1.276.560.059,71.091.000.000
1/6/2011,1.273.849.976,70.579.000.000
1/7/2011,1.271.500.000,70.057.000.000
1/10/2011,1.269.750.000,70.127.000.000
1/11/2011,1.274.479.980,70.423.000.000
1/12/2011,1.285.959.961,71.633.000.000
1/13/2011,1.283.760.010,70.721.000.000
1/14/2011,1.293.239.990,70.940.000.000
1/18/2011,1.295.020.020,70.920.000.000
1/19/2011,1.281.920.044,70.058.000.000
1/20/2011,1.280.260.010,69.562.000.000
1/21/2011,1.283.349.976,69.133.000.000
1/24/2011,1.290.839.966,69.427.000.000
1/26/2011,1.296.630.005,68.709.000.000
1/27/2011,1.299.540.039,68.051.000.000
1/28/2011,1.276.339.966,66.698.000.000
1/31/2011,1.286.119.995,66.575.000.000
2/1/2011,1.307.589.966,67.847.000.000
2/2/2011,1.304.030.029,66.688.000.000
2/3/2011,1.307.099.976,66.765.000.000
2/4/2011,1.310.869.995,65.269.000.000
2/7/2011,1.319.050.049,65.362.000.000
2/8/2011,1.324.569.946,65.771.000.000
2/9/2011,1.320.880.005,64.218.000.000
2/10/2011,1.321.869.995,64.578.000.000
2/11/2011,1.329.150.024,65.756.000.000
2/14/2011,1.332.319.946,66.558.000.000
2/15/2011,1.328.010.010,66.341.000.000
2/16/2011,1.336.319.946,67.571.000.000
2/17/2011,1.340.430.054,67.685.000.000
2/18/2011,1.343.010.010,68.067.000.000
2/22/2011,1.315.439.941,66.440.000.000
2/23/2011,1.307.400.024,66.910.000.000
2/24/2011,1.306.099.976,66.949.000.000
2/25/2011,1.319.880.005,66.903.000.000
2/28/2011,1.327.219.971,67.383.000.000
3/1/2011,1.306.329.956,66.243.000.000
3/2/2011,1.308.439.941,67.282.000.000
3/3/2011,1.330.969.971,68.146.000.000
3/4/2011,1.321.150.024,68.012.000.000
3/9/2011,1.320.020.020,67.264.000.000
3/10/2011,1.295.109.985,66.041.000.000
3/11/2011,1.304.280.029,66.685.000.000
3/14/2011,1.296.390.015,67.169.000.000
3/15/2011,1.281.869.995,67.005.000.000
3/16/2011,1.256.880.005,66.003.000.000
3/17/2011,1.273.719.971,66.216.000.000
3/18/2011,1.279.209.961,66.880.000.000
3/21/2011,1.298.380.005,66.690.000.000
3/22/2011,1.293.770.020,67.578.000.000
3/23/2011,1.297.540.039,67.796.000.000
3/24/2011,1.309.660.034,67.533.000.000
3/25/2011,1.313.800.049,67.766.000.000
3/28/2011,1.310.189.941,67.193.000.000
3/29/2011,1.319.439.941,67.419.000.000
3/30/2011,1.328.260.010,67.997.000.000
3/31/2011,1.325.829.956,68.587.000.000
4/1/2011,1.332.410.034,69.268.000.000
4/4/2011,1.332.869.995,69.704.000.000
4/5/2011,1.332.630.005,69.838.000.000
4/6/2011,1.335.540.039,69.037.000.000
4/7/2011,1.333.510.010,69.176.000.000
4/8/2011,1.328.170.044,68.718.000.000
4/11/2011,1.324.459.961,68.164.000.000
4/12/2011,1.314.160.034,66.896.000.000
4/13/2011,1.314.410.034,66.486.000.000
4/14/2011,1.314.520.020,66.279.000.000
4/15/2011,1.319.680.054,66.684.000.000
4/18/2011,1.305.140.015,65.415.000.000
4/19/2011,1.312.619.995,66.158.000.000
4/20/2011,1.330.359.985,67.058.000.000
4/25/2011,1.335.250.000,66.972.000.000
4/26/2011,1.347.239.990,67.144.000.000
4/27/2011,1.355.660.034,66.264.000.000
4/28/2011,1.360.479.980,65.673.000.000
4/29/2011,1.363.609.985,66.133.000.000
5/2/2011,1.361.219.971,65.463.000.000
5/3/2011,1.356.619.995,64.318.000.000
5/4/2011,1.347.319.946,63.616.000.000
5/5/2011,1.335.099.976,63.407.000.000
5/6/2011,1.340.199.951,64.417.000.000
5/9/2011,1.346.290.039,64.622.000.000
5/10/2011,1.357.160.034,64.877.000.000
5/11/2011,1.342.079.956,63.776.000.000
5/12/2011,1.348.650.024,64.003.000.000
5/13/2011,1.337.770.020,63.235.000.000
5/16/2011,1.329.469.971,62.830.000.000
5/17/2011,1.328.979.980,63.673.000.000
5/18/2011,1.340.680.054,62.841.000.000
5/19/2011,1.343.599.976,62.367.000.000
5/20/2011,1.333.270.020,62.597.000.000
5/23/2011,1.317.369.995,62.345.000.000
5/24/2011,1.316.280.029,63.337.000.000
5/25/2011,1.320.469.971,63.388.000.000
5/26/2011,1.325.689.941,64.099.000.000
5/27/2011,1.331.099.976,64.295.000.000
5/31/2011,1.345.199.951,64.620.000.000
6/1/2011,1.314.550.049,63.411.000.000
6/2/2011,1.312.939.941,64.218.000.000
6/3/2011,1.300.160.034,64.341.000.000
6/6/2011,1.286.170.044,63.068.000.000
6/7/2011,1.284.939.941,63.218.000.000
6/8/2011,1.279.560.059,63.033.000.000
6/9/2011,1.289.000.000,63.469.000.000
6/10/2011,1.270.979.980,62.697.000.000
6/13/2011,1.271.829.956,62.023.000.000
6/14/2011,1.287.869.995,62.205.000.000
6/15/2011,1.265.420.044,61.604.000.000
6/16/2011,1.267.640.015,60.881.000.000
6/17/2011,1.271.500.000,61.060.000.000
6/20/2011,1.278.359.985,61.168.000.000
6/21/2011,1.295.520.020,61.424.000.000
6/22/2011,1.287.140.015,61.194.000.000
6/24/2011,1.268.449.951,61.017.000.000
6/27/2011,1.280.099.976,61.217.000.000
6/28/2011,1.296.670.044,62.303.000.000
6/29/2011,1.307.410.034,62.334.000.000
6/30/2011,1.320.640.015,62.404.000.000
7/1/2011,1.339.670.044,63.394.000.000
7/5/2011,1.337.880.005,63.039.000.000
7/6/2011,1.339.219.971,62.565.000.000
7/7/2011,1.353.219.971,62.207.000.000
7/8/2011,1.343.800.049,61.513.000.000
7/11/2011,1.319.489.990,60.224.000.000
7/12/2011,1.313.640.015,59.705.000.000
7/13/2011,1.317.719.971,60.670.000.000
7/14/2011,1.308.869.995,59.679.000.000
7/15/2011,1.316.140.015,59.478.000.000
7/18/2011,1.305.439.941,58.838.000.000
7/19/2011,1.326.729.980,59.082.000.000
7/20/2011,1.325.839.966,59.120.000.000
7/21/2011,1.343.800.049,60.263.000.000
7/22/2011,1.345.020.020,60.270.000.000
7/25/2011,1.337.430.054,59.971.000.000
7/26/2011,1.331.939.941,59.340.000.000
7/27/2011,1.304.890.015,58.288.000.000
7/28/2011,1.300.670.044,58.708.000.000
7/29/2011,1.292.280.029,58.823.000.000
8/1/2011,1.286.939.941,58.536.000.000
8/2/2011,1.254.050.049,57.311.000.000
8/3/2011,1.260.339.966,56.017.000.000
8/4/2011,1.200.069.946,52.811.000.000
8/5/2011,1.199.380.005,52.949.000.000
8/8/2011,1.119.459.961,48.668.000.000
8/9/2011,1.172.530.029,51.151.000.000
8/10/2011,1.120.760.010,51.395.000.000
8/11/2011,1.172.640.015,53.343.000.000
8/12/2011,1.178.810.059,53.473.000.000
8/15/2011,1.204.489.990,54.652.000.000
8/16/2011,1.192.760.010,54.324.000.000
8/17/2011,1.193.890.015,55.073.000.000
8/18/2011,1.140.650.024,53.134.000.000
8/19/2011,1.123.530.029,52.448.000.000
8/22/2011,1.123.819.946,52.440.000.000
8/23/2011,1.162.349.976,53.787.000.000
8/24/2011,1.177.599.976,53.796.000.000
8/25/2011,1.159.270.020,52.953.000.000
8/26/2011,1.176.800.049,53.351.000.000
8/29/2011,1.210.079.956,54.861.000.000
8/30/2011,1.212.920.044,55.385.000.000
8/31/2011,1.218.890.015,56.495.000.000
9/1/2011,1.204.420.044,58.118.000.000
9/2/2011,1.173.969.971,56.532.000.000
9/6/2011,1.165.239.990,56.607.000.000
9/8/2011,1.185.900.024,57.624.000.000
9/9/2011,1.154.229.980,55.778.000.000
9/12/2011,1.162.270.020,55.685.000.000
9/13/2011,1.172.869.995,55.544.000.000
9/14/2011,1.188.680.054,56.286.000.000
9/15/2011,1.209.109.985,56.381.000.000
9/16/2011,1.216.010.010,57.210.000.000
9/19/2011,1.204.089.966,57.103.000.000
9/20/2011,1.202.089.966,56.379.000.000
9/21/2011,1.166.760.010,55.982.000.000
9/22/2011,1.129.560.059,53.280.000.000
9/23/2011,1.136.430.054,53.230.000.000
9/26/2011,1.162.949.951,53.748.000.000
9/27/2011,1.175.380.005,53.920.000.000
9/28/2011,1.151.060.059,53.270.000.000
9/29/2011,1.160.400.024,53.385.000.000
9/30/2011,1.131.420.044,52.324.000.000
10/3/2011,1.099.229.980,50.792.000.000
10/4/2011,1.123.949.951,50.686.000.000
10/5/2011,1.144.030.029,51.014.000.000
10/6/2011,1.164.969.971,52.290.000.000
10/7/2011,1.155.459.961,51.244.000.000
10/10/2011,1.194.890.015,53.273.000.000
10/11/2011,1.195.540.039,53.838.000.000
10/13/2011,1.203.660.034,54.601.000.000
10/14/2011,1.224.579.956,55.030.000.000
10/17/2011,1.200.859.985,53.911.000.000
10/18/2011,1.225.380.005,55.032.000.000
10/19/2011,1.209.880.005,54.966.000.000
10/20/2011,1.215.390.015,54.010.000.000
10/21/2011,1.238.250.000,55.255.000.000
10/24/2011,1.254.189.941,56.892.000.000
10/25/2011,1.229.050.049,56.286.000.000
10/26/2011,1.242.000.000,57.144.000.000
10/27/2011,1.284.589.966,59.270.000.000
10/28/2011,1.285.089.966,59.513.000.000
10/31/2011,1.253.300.049,58.338.000.000
11/1/2011,1.218.280.029,57.323.000.000
11/3/2011,1.261.150.024,58.196.000.000
11/4/2011,1.253.229.980,58.670.000.000
11/7/2011,1.261.119.995,59.199.000.000
11/8/2011,1.275.920.044,59.026.000.000
11/9/2011,1.229.099.976,57.550.000.000
11/10/2011,1.239.699.951,57.322.000.000
11/11/2011,1.263.849.976,58.547.000.000
11/14/2011,1.251.780.029,58.258.000.000
11/16/2011,1.236.910.034,58.560.000.000
11/17/2011,1.216.130.005,56.989.000.000
11/18/2011,1.215.650.024,56.731.000.000
11/21/2011,1.192.979.980,56.285.000.000
11/22/2011,1.188.040.039,55.878.000.000
11/23/2011,1.161.790.039,54.972.000.000
11/25/2011,1.158.670.044,54.894.000.000
11/28/2011,1.192.550.049,56.017.000.000
11/29/2011,1.195.189.941,55.300.000.000
11/30/2011,1.246.959.961,56.875.000.000
12/1/2011,1.244.579.956,58.143.000.000
12/2/2011,1.244.280.029,57.886.000.000
12/5/2011,1.257.079.956,58.910.000.000
12/6/2011,1.258.469.971,59.536.000.000
12/7/2011,1.261.010.010,58.663.000.000
12/8/2011,1.234.349.976,57.455.000.000
12/9/2011,1.255.189.941,58.236.000.000
12/12/2011,1.236.469.971,57.347.000.000
12/13/2011,1.225.729.980,57.495.000.000
12/14/2011,1.211.819.946,56.647.000.000
12/15/2011,1.215.750.000,56.331.000.000
12/16/2011,1.219.660.034,56.097.000.000
12/19/2011,1.205.349.976,55.298.000.000
12/20/2011,1.241.300.049,56.865.000.000
12/21/2011,1.243.719.971,56.653.000.000
12/22/2011,1.254.000.000,57.348.000.000
12/23/2011,1.265.329.956,57.701.000.000
12/27/2011,1.265.430.054,58.005.000.000
12/28/2011,1.249.640.015,56.534.000.000
12/29/2011,1.263.020.020,56.754.000.000
1/3/2012,1.277.060.059,59.265.000.000
1/4/2012,1.277.300.049,59.365.000.000
1/5/2012,1.281.060.059,58.546.000.000
1/6/2012,1.277.810.059,58.600.000.000
1/9/2012,1.280.699.951,59.083.000.000
1/10/2012,1.292.079.956,59.806.000.000
1/11/2012,1.292.479.980,59.962.000.000
1/12/2012,1.295.500.000,59.921.000.000
1/13/2012,1.289.089.966,59.147.000.000
1/17/2012,1.293.670.044,60.646.000.000
1/18/2012,1.308.040.039,61.723.000.000
1/19/2012,1.314.500.000,61.927.000.000
1/20/2012,1.315.380.005,62.312.000.000
1/23/2012,1.316.000.000,62.386.000.000
1/24/2012,1.314.650.024,62.486.000.000
1/26/2012,1.318.430.054,62.953.000.000
1/27/2012,1.316.329.956,62.904.000.000
1/30/2012,1.313.010.010,62.770.000.000
1/31/2012,1.312.410.034,63.072.000.000
2/1/2012,1.324.089.966,64.567.000.000
2/2/2012,1.325.540.039,64.593.000.000
2/3/2012,1.344.900.024,65.217.000.000
2/6/2012,1.344.329.956,65.224.000.000
2/7/2012,1.347.050.049,65.917.000.000
2/8/2012,1.349.959.961,65.831.000.000
2/9/2012,1.351.949.951,65.530.000.000
2/10/2012,1.342.640.015,63.998.000.000
2/13/2012,1.351.770.020,65.692.000.000
2/14/2012,1.350.500.000,65.039.000.000
2/15/2012,1.343.229.980,65.368.000.000
2/16/2012,1.358.040.039,66.142.000.000
2/17/2012,1.361.229.980,66.204.000.000
2/23/2012,1.363.459.961,65.820.000.000
2/24/2012,1.365.739.990,65.943.000.000
2/27/2012,1.367.589.966,65.241.000.000
2/28/2012,1.372.180.054,65.959.000.000
2/29/2012,1.365.680.054,65.812.000.000
3/1/2012,1.374.089.966,66.810.000.000
3/2/2012,1.369.630.005,67.782.000.000
3/5/2012,1.364.329.956,66.964.000.000
3/6/2012,1.343.359.985,65.114.000.000
3/7/2012,1.352.630.005,66.017.000.000
3/8/2012,1.365.910.034,66.908.000.000
3/9/2012,1.370.869.995,66.704.000.000
3/12/2012,1.371.089.966,66.385.000.000
3/13/2012,1.395.949.951,68.394.000.000
3/14/2012,1.394.280.029,68.257.000.000
3/15/2012,1.402.599.976,67.749.000.000
3/16/2012,1.404.170.044,67.684.000.000
3/19/2012,1.409.750.000,67.730.000.000
3/20/2012,1.405.520.020,67.296.000.000
3/21/2012,1.402.890.015,66.860.000.000
3/22/2012,1.392.780.029,65.828.000.000
3/23/2012,1.397.109.985,65.813.000.000
3/26/2012,1.416.510.010,66.685.000.000
3/27/2012,1.412.520.020,66.037.000.000
3/28/2012,1.405.540.039,65.079.000.000
3/29/2012,1.403.280.029,64.872.000.000
3/30/2012,1.408.469.971,64.511.000.000
4/2/2012,1.419.040.039,65.216.000.000
4/3/2012,1.413.380.005,64.284.000.000
4/4/2012,1.398.959.961,63.529.000.000
4/5/2012,1.398.079.956,63.691.000.000
4/9/2012,1.382.199.951,62.923.000.000
4/10/2012,1.358.589.966,61.738.000.000
4/11/2012,1.368.709.961,61.293.000.000
4/12/2012,1.387.569.946,63.058.000.000
4/13/2012,1.370.260.010,62.106.000.000
4/16/2012,1.369.569.946,61.955.000.000
4/17/2012,1.390.780.029,62.699.000.000
4/18/2012,1.385.140.015,63.010.000.000
4/19/2012,1.376.920.044,62.618.000.000
4/20/2012,1.378.530.029,62.494.000.000
4/23/2012,1.366.939.941,61.539.000.000
4/24/2012,1.371.969.971,61.971.000.000
4/25/2012,1.390.689.941,61.750.000.000
4/26/2012,1.399.979.980,62.198.000.000
4/27/2012,1.403.359.985,61.691.000.000
4/30/2012,1.397.910.034,61.820.000.000
5/2/2012,1.402.310.059,62.424.000.000
5/3/2012,1.391.569.946,62.104.000.000
5/4/2012,1.369.099.976,60.821.000.000
5/7/2012,1.369.579.956,61.220.000.000
5/8/2012,1.363.719.971,60.365.000.000
5/9/2012,1.354.579.956,59.786.000.000
5/10/2012,1.357.989.990,59.702.000.000
5/11/2012,1.353.390.015,59.445.000.000
5/14/2012,1.338.349.976,57.540.000.000
5/15/2012,1.330.660.034,56.238.000.000
5/16/2012,1.324.800.049,55.888.000.000
5/17/2012,1.304.859.985,54.038.000.000
5/18/2012,1.295.219.971,54.513.000.000
5/21/2012,1.315.989.990,56.590.000.000
5/22/2012,1.316.630.005,55.039.000.000
5/23/2012,1.318.859.985,54.619.000.000
5/24/2012,1.320.680.054,54.063.000.000
5/25/2012,1.317.819.946,54.463.000.000
5/29/2012,1.332.420.044,54.633.000.000
5/30/2012,1.313.319.946,53.798.000.000
5/31/2012,1.310.329.956,54.490.000.000
6/1/2012,1.278.040.039,53.403.000.000
6/4/2012,1.278.180.054,53.417.000.000
6/5/2012,1.285.500.000,52.481.000.000
6/6/2012,1.315.130.005,54.156.000.000
6/8/2012,1.325.660.034,54.430.000.000
6/11/2012,1.308.930.054,54.001.000.000
6/12/2012,1.324.180.054,55.049.000.000
6/13/2012,1.314.880.005,55.651.000.000
6/14/2012,1.329.099.976,55.352.000.000
6/15/2012,1.342.839.966,56.105.000.000
6/18/2012,1.344.780.029,56.195.000.000
6/19/2012,1.357.979.980,57.195.000.000
6/20/2012,1.355.689.941,57.167.000.000
6/21/2012,1.325.510.010,55.505.000.000
6/22/2012,1.335.020.020,55.440.000.000
6/25/2012,1.313.719.971,53.805.000.000
6/26/2012,1.319.989.990,53.837.000.000
6/27/2012,1.331.849.976,53.109.000.000
6/28/2012,1.329.040.039,52.652.000.000
6/29/2012,1.362.160.034,54.355.000.000
7/2/2012,1.365.510.010,54.693.000.000
7/3/2012,1.374.020.020,55.780.000.000
7/5/2012,1.367.579.956,56.379.000.000
7/6/2012,1.354.680.054,55.394.000.000
7/10/2012,1.341.469.971,53.706.000.000
7/11/2012,1.341.449.951,53.569.000.000
7/12/2012,1.334.760.010,53.421.000.000
7/13/2012,1.356.780.029,54.331.000.000
7/16/2012,1.353.640.015,53.402.000.000
7/17/2012,1.363.670.044,53.909.000.000
7/18/2012,1.372.780.029,54.583.000.000
7/19/2012,1.376.510.010,55.347.000.000
7/20/2012,1.362.660.034,54.195.000.000
7/23/2012,1.350.520.020,53.034.000.000
7/24/2012,1.338.310.059,52.639.000.000
7/25/2012,1.337.890.015,52.608.000.000
7/26/2012,1.360.020.020,54.003.000.000
7/27/2012,1.385.969.971,56.553.000.000
7/30/2012,1.385.300.049,57.241.000.000
7/31/2012,1.379.319.946,56.097.000.000
8/1/2012,1.375.319.946,55.623.000.000
8/2/2012,1.365.000.000,55.520.000.000
8/3/2012,1.390.989.990,57.255.000.000
8/6/2012,1.394.229.980,58.345.000.000
8/7/2012,1.401.349.976,57.726.000.000
8/8/2012,1.402.219.971,58.951.000.000
8/9/2012,1.402.800.049,58.797.000.000
8/10/2012,1.405.869.995,59.281.000.000
8/13/2012,1.404.109.985,59.123.000.000
8/14/2012,1.403.930.054,58.083.000.000
8/15/2012,1.405.530.029,58.189.000.000
